Metric,SHAP_Mean,SHAP_SD,SHAP+_Mean,SHAP+_SD,Q-SHAP+_Mean,Q-SHAP+_SD
Faithfulness,20.002644238960084,7.680703918554713,27.317202700596674,4.262103316220941,28.333758504138196,8.986817616076575
Stability,80.0290432145787,3.926800117167326,90.27089937909368,2.9183665113321395,83.98052305188114,2.74866862648286
Responsiveness,5.881050280812714,1.9179635300892124,5.881050280812714,1.9179635300892124,8.518102062622962,5.4625882521637426
Clarity,4.534125744609189,0.24243387212663814,4.802598328593979,0.1103813910844153,4.644545599143681,0.2696738343796143
