Metric,SHAP,SHAP+,Q-SHAP+
Faithfulness (%),20.002644238960077,27.317202700596667,28.333758504138192
Stability (%),80.02904321457872,90.27089937909368,83.98052305188112
Responsiveness (%),5.881050280812714,5.881050280812714,8.518102062622964
Clarity (/5),4.534125744609189,4.802598328593979,4.644545599143681
