Datetime,Close,Volume,A/D,ADX,MACD,RSI,Next_Close,Diff,Target
2022-11-22 14:30:00+00:00,3975.550048828125,0,302334954.4798442,12.256632644353873,-1.8699439961465032,57.36982355027243,3974.030029296875,-1.52001953125,1
2022-11-22 15:30:00+00:00,3978.39990234375,251007207,379347927.46528417,12.816071585457442,0.21084544963014196,58.275656279237054,3941.18994140625,-37.2099609375,0
2022-11-22 16:30:00+00:00,3979.3798828125,184303782,412163303.3296046,13.377769194241072,1.916865873889492,58.601414918433946,3947.18994140625,-32.18994140625,0
2022-11-22 17:30:00+00:00,3989.340087890625,160282132,558336226.1427829,14.220317003827924,4.026193211106602,61.86064704301961,3944.330078125,-45.010009765625,0
2022-11-22 18:30:00+00:00,3990.219970703125,170178000,621034206.1336044,15.103145054698796,5.703107637432822,62.14418009210559,3951.97998046875,-38.239990234375,0
2022-11-22 19:30:00+00:00,3999.5,201732000,802020456.1032388,16.31489364672364,7.692224039149096,65.09177207513709,3953.780029296875,-45.719970703125,0
2022-11-22 20:30:00+00:00,4003.64990234375,303765000,918142030.6814014,17.699150443280427,9.494034238409313,66.3534498828586,3957.35009765625,-46.2998046875,0
2022-11-23 14:30:00+00:00,4023.56005859375,0,918142030.6814014,19.733274377953105,12.3857893462241,71.64796684463656,3944.389892578125,-79.170166015625,0
2022-11-23 15:30:00+00:00,4025.9599609375,235981618,879551562.6322651,21.76434866179515,14.701706049611857,72.21550094158948,3954.1201171875,-71.83984375,0
2022-11-23 16:30:00+00:00,4012.68994140625,184102028,846591267.4489591,21.996337573616355,15.290052836956875,64.52430680450878,3942.22998046875,-70.4599609375,0
2022-11-23 17:30:00+00:00,4011.1298828125,141896241,936296934.2431337,21.863252946962223,15.45231356216209,63.66583932879878,3950.7900390625,-60.33984375,0
2022-11-23 18:30:00+00:00,4028.669921875,183772870,1056704057.2318056,22.556327332246862,16.802551564820078,68.70691490927152,4034.22998046875,5.56005859375,1
2022-11-23 19:30:00+00:00,4029.0400390625,184599000,1129196531.1679008,23.231357233983466,17.698473290522543,68.80526680435595,4057.4599609375,28.419921875,1
2022-11-23 20:30:00+00:00,4027.860107421875,227775000,1277137261.7877772,23.858170714167453,18.104588662227798,68.07075764953765,4078.77001953125,50.909912109375,0
2022-11-25 14:30:00+00:00,4029.89990234375,0,1277137261.7877772,24.60987753934905,18.379168805767677,68.69296032746121,4055.7900390625,25.89013671875,1
2022-11-25 15:30:00+00:00,4027.909912109375,169247628,1138150252.4747224,25.356915383604697,18.226100821972977,67.3147900464077,4067.909912109375,40.0,0
2022-11-25 16:30:00+00:00,4029.9599609375,149622570,1240976149.714959,25.830426991272386,18.062007569425987,68.0264610952616,4072.89990234375,42.93994140625,0
2022-11-28 14:30:00+00:00,3998.0400390625,0,1240976149.714959,24.082661905505013,15.181291081596555,49.832630995304804,4069.6201171875,71.580078125,0
2022-11-28 15:30:00+00:00,3989.860107421875,221357276,1109766062.4861534,22.849437075282417,12.09878314878415,46.40728125907295,4076.409912109375,86.5498046875,0
2022-11-28 16:30:00+00:00,3990.27001953125,203179668,1122740369.0483882,22.00586298948635,9.578534501901231,46.60534939291251,4076.60009765625,86.330078125,0
2022-11-28 17:30:00+00:00,3982.949951171875,158144839,1025942248.1245986,21.32273520589897,6.9108865532894015,43.51267847691396,4076.9599609375,94.010009765625,0
2022-11-28 18:30:00+00:00,3964.669921875,173511046,865854686.4444679,21.540660833321223,3.2838564894886986,36.923294438817045,4039.090087890625,74.420166015625,0
2022-11-28 19:30:00+00:00,3956.81005859375,211154000,689339423.3757501,22.11356176845414,-0.222254238084588,34.5038307719597,4049.8701171875,93.06005859375,0
2022-11-28 20:30:00+00:00,3964.56005859375,336509000,892759186.6816783,22.64554120822042,-2.3484406572583794,38.764642210553845,4057.760009765625,93.199951171875,0
2022-11-29 14:30:00+00:00,3974.030029296875,0,892759186.6816783,22.520708886555695,-3.2320541129747653,43.59342594048274,4052.070068359375,78.0400390625,0
2022-11-29 15:30:00+00:00,3941.18994140625,262067994,678121057.5435071,23.310307705137568,-6.5072334429110015,33.67604606664368,4054.68994140625,113.5,0
2022-11-29 16:30:00+00:00,3947.18994140625,184341228,737521517.8048321,24.043506608106448,-8.520468149351927,36.517631341683284,4070.719970703125,123.530029296875,0
2022-11-29 17:30:00+00:00,3944.330078125,164143887,573377630.8048321,24.265889515782543,-10.228826677981033,35.73180967077266,4071.550048828125,127.219970703125,0
2022-11-29 18:30:00+00:00,3951.97998046875,175416617,537631056.6906497,23.8331359506757,-10.840467769251973,39.483203294563424,4030.3798828125,78.39990234375,0
2022-11-29 19:30:00+00:00,3953.780029296875,196643000,609749372.1169795,23.431293354505062,-11.052542019494012,40.36528495231262,4026.81005859375,73.030029296875,0
2022-11-29 20:30:00+00:00,3957.35009765625,285995000,736635810.4898419,22.869236772031474,-10.80795038609267,42.16579101889009,4016.360107421875,59.010009765625,0
2022-11-30 14:30:00+00:00,3944.389892578125,0,736635810.4898419,22.928281585450943,-11.527013752069251,37.7141531700406,4005.739990234375,61.35009765625,0
2022-11-30 15:30:00+00:00,3954.1201171875,224680848,922746354.696052,23.061463012397404,-11.182820252276997,42.61273925538058,3990.840087890625,36.719970703125,0
2022-11-30 16:30:00+00:00,3942.22998046875,193946939,802118337.4223741,23.349965508211188,-11.734214368153971,38.61607082781222,3989.1201171875,46.89013671875,0
2022-11-30 17:30:00+00:00,3950.7900390625,153696965,913671816.3155382,23.617860682895415,-11.349641387438169,42.77712092318733,3999.14990234375,48.35986328125,0
2022-11-30 18:30:00+00:00,4034.22998046875,414586160,1301251268.0287502,24.728608851544667,-4.2628194654394065,66.56742599713314,3961.0,-73.22998046875,0
2022-11-30 19:30:00+00:00,4057.4599609375,341187000,1641638921.3383694,26.27607987985686,3.1912168865169406,70.2728895107345,3956.35009765625,-101.10986328125,0
2022-11-30 20:30:00+00:00,4078.77001953125,585023000,2224521800.172212,28.166672967815543,10.694854407504863,73.20662303488642,3947.969970703125,-130.800048828125,0
2022-12-01 14:30:00+00:00,4055.7900390625,0,2224521800.172212,30.31034254469571,14.618733175358557,65.67921257065902,3931.2900390625,-124.5,0
2022-12-01 15:30:00+00:00,4067.909912109375,289315914,2284595606.95239,32.08399489162109,18.493229396927745,67.57301592695813,3923.659912109375,-144.25,0
2022-12-01 16:30:00+00:00,4072.89990234375,219258807,2412636135.9345546,33.730957785194654,21.71611620577778,68.34742945722542,3922.97998046875,-149.919921875,0
2022-12-01 17:30:00+00:00,4069.6201171875,185117000,2262720105.9670496,35.37807891683851,23.732057582517882,67.2112711022555,3941.5,-128.1201171875,0
2022-12-01 18:30:00+00:00,4076.409912109375,198220000,2392136536.9919577,36.783019454511866,25.582684095582863,68.38301598414334,3948.489990234375,-127.919921875,0
2022-12-01 19:30:00+00:00,4076.60009765625,230916000,2257889146.5598264,38.24753626021862,26.756236089950562,68.41706201965022,3928.610107421875,-147.989990234375,0
2022-12-01 20:30:00+00:00,4076.9599609375,340452000,1985046792.5978513,39.6410985847425,27.39947832917096,68.48621189917066,3931.080078125,-145.8798828125,0
2022-12-02 14:30:00+00:00,4039.090087890625,0,1985046792.5978513,37.80614484525148,24.570239745571143,54.871041002496426,3943.659912109375,-95.43017578125,0
2022-12-02 15:30:00+00:00,4049.8701171875,262047257,2137848319.8352993,36.27970234728501,22.93354245451792,57.46339075357579,3933.080078125,-116.7900390625,0
2022-12-02 16:30:00+00:00,4057.760009765625,201131991,2167941310.6490526,35.26666053841314,22.019271991070127,59.30588329233641,3929.3701171875,-128.389892578125,0
2022-12-02 17:30:00+00:00,4052.070068359375,178501867,2149724139.345922,34.2378053247063,20.598132889111184,57.375727077830064,3933.449951171875,-118.6201171875,0
2022-12-02 18:30:00+00:00,4054.68994140625,162782000,2237490802.018552,33.282439769121375,19.458960982323333,58.05267627060662,3970.580078125,-84.10986328125,0
2022-12-02 19:30:00+00:00,4070.719970703125,246086000,2311465778.969015,33.234467330735704,19.623441614848616,62.026581774871076,3959.75,-110.969970703125,0
2022-12-02 20:30:00+00:00,4071.550048828125,309887000,2541445675.543003,33.189921495091866,19.594896301416156,62.22614198746864,3957.0400390625,-114.510009765625,0
2022-12-05 14:30:00+00:00,4030.3798828125,0,2541445675.543003,31.009335426923478,16.064998310426745,48.58759753681394,3965.72998046875,-64.64990234375,0
2022-12-05 15:30:00+00:00,4026.81005859375,266466366,2325798372.7880416,28.9845055064814,12.831559510173975,47.613122521855864,3952.860107421875,-73.949951171875,0
2022-12-05 16:30:00+00:00,4016.360107421875,225202352,2270906698.806732,27.38990222237529,9.31839557592184,44.78174114479766,3963.110107421875,-53.25,0
2022-12-05 17:30:00+00:00,4005.739990234375,203009593,2142846514.283232,26.18022164718489,5.612535332408697,42.04528354039251,3962.909912109375,-42.830078125,0
2022-12-05 18:30:00+00:00,3990.840087890625,203621000,1961189022.0785894,25.578253894043737,1.4565268597002614,38.49149693339666,3958.429931640625,-32.41015625,0
2022-12-05 19:30:00+00:00,3989.1201171875,235645000,1903677289.975592,25.21176530531157,-1.9534093714146366,38.09125585225394,3970.10009765625,-19.02001953125,1
2022-12-05 20:30:00+00:00,3999.14990234375,347222000,2125093426.1605268,24.60824683859041,-3.802653934650607,41.886085264094184,3967.260009765625,-31.889892578125,0
2022-12-06 14:30:00+00:00,3961.0,0,2125093426.1605268,25.038834570979983,-8.25145423315871,33.479715234110486,3959.39990234375,-1.60009765625,1
2022-12-06 15:30:00+00:00,3956.35009765625,292751596,2140196910.0395055,25.78050987474148,-12.013880246782719,32.62037959104482,3960.06005859375,3.7099609375,1
2022-12-06 16:30:00+00:00,3947.969970703125,221734483,2053508574.7533321,26.648583571206803,-15.49323975517882,31.072460813989522,3955.8701171875,7.900146484375,1
2022-12-06 17:30:00+00:00,3931.2900390625,203529698,1866287509.9770775,27.781800586439306,-19.373265372631067,28.20370445842636,3934.360107421875,3.070068359375,1
2022-12-06 18:30:00+00:00,3923.659912109375,234945000,1631342509.9770775,29.01184577725859,-22.801064626181414,26.976746267801218,3945.330078125,21.670166015625,1
2022-12-06 19:30:00+00:00,3922.97998046875,272188000,1517201595.6807742,30.289298217283196,-25.281060700709077,26.864590399175512,3954.4599609375,31.47998046875,0
2022-12-06 20:30:00+00:00,3941.5,365122000,1800332507.0608296,30.807687313035974,-25.458593836940963,34.814208268006,3954.580078125,13.080078125,1
2022-12-07 14:30:00+00:00,3948.489990234375,0,1800332507.0608296,30.610863169556048,-24.749954265867927,37.572342545864124,3955.5400390625,7.050048828125,1
2022-12-07 15:30:00+00:00,3928.610107421875,284793447,1537478210.9239752,30.220789101523003,-25.49856115943294,33.261815753148696,3958.72998046875,30.119873046875,0
2022-12-07 16:30:00+00:00,3931.080078125,212202662,1498992674.4502704,29.916780329950104,-25.597459938365773,34.270797029695316,3981.9599609375,50.8798828125,0
2022-12-07 17:30:00+00:00,3943.659912109375,187015804,1613584439.155992,29.0519349672853,-24.37971627138677,39.30391586823385,3990.2900390625,46.630126953125,0
2022-12-07 18:30:00+00:00,3933.080078125,182280000,1581516202.5185063,28.412532152600992,-23.99178743394441,36.7548442802664,4054.9599609375,121.8798828125,0
2022-12-07 19:30:00+00:00,3929.3701171875,214319000,1540011497.000636,27.944588283526304,-23.71039520094655,35.87617091410125,4047.22998046875,117.85986328125,0
2022-12-07 20:30:00+00:00,3933.449951171875,312171000,1640469500.1576447,27.510068976528377,-22.894270424761544,37.641660875962,4003.840087890625,70.39013671875,0
2022-12-08 14:30:00+00:00,3970.580078125,0,1640469500.1576447,26.249114690801182,-19.032005610410124,50.89295352855522,4019.449951171875,48.869873046875,0
2022-12-08 15:30:00+00:00,3959.75,271984314,1560687870.8615797,25.150308966138674,-16.653063562295756,47.708401077681884,4018.030029296875,58.280029296875,0
2022-12-08 16:30:00+00:00,3957.0400390625,204634212,1408791089.2285488,24.129989364666347,-14.815620795256564,46.917285828905094,4018.179931640625,61.139892578125,0
2022-12-08 17:30:00+00:00,3965.72998046875,177467208,1582759369.1430268,22.969679278472817,-12.513975201263293,49.792385982501514,4019.510009765625,53.780029296875,0
2022-12-08 18:30:00+00:00,3952.860107421875,214341000,1455227893.1330822,22.31082107583116,-11.594738751574369,45.833063785805734,4041.469970703125,88.60986328125,0
2022-12-08 19:30:00+00:00,3963.110107421875,229554000,1637168201.7441888,21.699024173378195,-9.924741661344342,49.291449208210615,4048.909912109375,85.7998046875,0
2022-12-08 20:30:00+00:00,3962.909912109375,322940000,1799712117.7503984,21.246052412571206,-8.519206910038065,49.22534294734832,4038.39990234375,75.489990234375,0
2022-12-09 14:30:00+00:00,3958.429931640625,0,1799712117.7503984,20.193198769141343,-7.678296849854178,47.68416740051931,4041.340087890625,82.91015625,0
2022-12-09 15:30:00+00:00,3970.10009765625,270450667,1923758360.323556,19.563797927151107,-6.001008808864299,51.908134974820484,4002.93994140625,32.83984375,0
2022-12-09 16:30:00+00:00,3967.260009765625,195007469,1811293247.0122108,19.103458567005156,-4.845066399832831,50.83249171059231,3988.52001953125,21.260009765625,1
2022-12-09 17:30:00+00:00,3959.39990234375,182659884,1717895926.0043602,17.884509667417987,-4.511216199631235,47.87564468507517,3995.0400390625,35.64013671875,0
2022-12-09 18:30:00+00:00,3960.06005859375,178721000,1789947826.3878284,16.68870518319979,-4.145580744207564,48.148449572211746,3911.56005859375,-48.5,0
2022-12-09 19:30:00+00:00,3955.8701171875,199566000,1601650318.7976065,15.57831530499718,-4.1461114739981895,46.485515636733496,3897.550048828125,-58.320068359375,0
2022-12-09 20:30:00+00:00,3934.360107421875,331291000,1307358367.3677664,16.07955443875522,-5.815176369251731,39.032437082229805,3897.35009765625,-37.010009765625,0
2022-12-12 14:30:00+00:00,3945.330078125,0,1307358367.3677664,16.544990777244827,-6.181481101531972,43.96661127588837,3883.8798828125,-61.4501953125,0
2022-12-12 15:30:00+00:00,3954.4599609375,272135132,1483200955.524809,16.249671749124303,-5.669718019539687,47.75622229133207,3884.02001953125,-70.43994140625,0
2022-12-12 16:30:00+00:00,3954.580078125,200035529,1491673995.440583,15.834134071658113,-5.194569868895542,47.80623622304099,3905.8701171875,-48.7099609375,0
2022-12-12 17:30:00+00:00,3955.5400390625,184463161,1419346042.1183841,15.077609524416156,-4.686527341395049,48.23276124510764,3897.449951171875,-58.090087890625,0
2022-12-12 18:30:00+00:00,3958.72998046875,192103000,1417958650.3621747,14.375122444834336,-3.98061234480474,49.703638049411445,3844.4599609375,-114.27001953125,0
2022-12-12 19:30:00+00:00,3981.9599609375,265708000,1657182295.6789978,14.576984089608402,-1.5290780810819342,58.86885794570525,3841.72998046875,-140.22998046875,0
2022-12-12 20:30:00+00:00,3990.2900390625,373925000,2018981693.4798644,15.19164314514523,1.0735726948382762,61.57298957491367,3838.27001953125,-152.02001953125,0
2022-12-13 14:30:00+00:00,4054.9599609375,0,2018981693.4798644,18.757858273029154,8.259306270618254,75.20295866001376,3829.31005859375,-225.64990234375,0
2022-12-13 15:30:00+00:00,4047.22998046875,355499044,1919914642.675337,21.40662022706826,13.178394746777485,71.91925327037697,3834.830078125,-212.39990234375,0
2022-12-13 16:30:00+00:00,4003.840087890625,303279000,1647666217.665278,21.964509786974027,13.420898335863058,56.900327072386006,3857.7900390625,-146.050048828125,0
2022-12-13 17:30:00+00:00,4019.449951171875,261652000,1876634669.5951025,22.14628230252293,14.70318057384111,60.126401296058525,3851.02001953125,-168.429931640625,0
2022-12-13 18:30:00+00:00,4018.030029296875,226158000,1925220040.554337,22.399643626567073,15.426989920417782,59.68873531420547,3852.330078125,-165.699951171875,0
2022-12-13 19:30:00+00:00,4018.179931640625,271926000,1948992401.7437146,22.85902466628389,15.830228884098233,59.72206823721474,3833.06005859375,-185.119873046875,0
2022-12-13 20:30:00+00:00,4019.510009765625,416803000,1771158849.8914776,23.285592774592363,16.071858476621856,60.03782272285596,3827.219970703125,-192.2900390625,0
2022-12-14 14:30:00+00:00,4041.469970703125,0,1771158849.8914776,24.03085835424884,17.82980608427897,64.92659089973026,3827.47998046875,-213.989990234375,0
2022-12-14 15:30:00+00:00,4048.909912109375,270976178,2026740904.2719839,24.87343554577017,19.597426389531392,66.4251934127715,3803.6201171875,-245.289794921875,0
2022-12-14 16:30:00+00:00,4038.39990234375,198883366,1877286441.8630106,25.686725711458337,19.92057626118003,62.370956113086464,3804.860107421875,-233.539794921875,0
2022-12-14 17:30:00+00:00,4041.340087890625,166215379,1950405117.5864716,26.367348017437084,20.181285961952653,63.050382771688966,3817.820068359375,-223.52001953125,0
2022-12-14 18:30:00+00:00,4002.93994140625,320543000,1766379434.7269628,24.620209020339125,17.092299985605223,50.281088473600036,3830.949951171875,-171.989990234375,0
2022-12-14 19:30:00+00:00,3988.52001953125,441626000,1616576810.1916468,23.589813609789946,13.327063074101261,46.474721353132665,3807.97998046875,-180.5400390625,0
2022-12-14 20:30:00+00:00,3995.0400390625,383668000,1642952466.5564346,22.63301787142285,10.745331290383092,48.377615948969705,3823.77001953125,-171.27001953125,0
2022-12-15 14:30:00+00:00,3911.56005859375,0,1642952466.5564346,23.69874630249951,1.9407813792468005,32.46382595295535,3831.02001953125,-80.5400390625,0
2022-12-15 15:30:00+00:00,3897.550048828125,307325388,1452694627.8071444,24.897704396269322,-6.097095043878653,30.642078529338917,3830.1201171875,-67.429931640625,0
2022-12-15 16:30:00+00:00,3897.35009765625,254872759,1577413315.531645,26.095526823767493,-12.341044528198836,30.615672538643892,3826.969970703125,-70.380126953125,0
2022-12-15 17:30:00+00:00,3883.8798828125,217847000,1440121314.8183782,27.369011778378276,-18.16693611139044,28.814206180294846,3821.97998046875,-61.89990234375,0
2022-12-15 18:30:00+00:00,3884.02001953125,215242000,1410065665.902974,28.551533521945434,-22.513171475513445,28.861103884080492,3867.06005859375,-16.9599609375,1
2022-12-15 19:30:00+00:00,3905.8701171875,305012000,1668548149.4013405,28.727482452448026,-23.918753540632224,35.94683932043658,3880.639892578125,-25.230224609375,1
2022-12-15 20:30:00+00:00,3897.449951171875,420536000,1597539850.0475998,28.867619165950085,-25.41910881750573,34.519919594232775,3872.639892578125,-24.81005859375,1
2022-12-16 14:30:00+00:00,3844.4599609375,0,1597539850.0475998,29.996897490526646,-30.53204611788442,27.201868508341377,3873.840087890625,29.380126953125,1
2022-12-16 15:30:00+00:00,3841.72998046875,311523764,1509588757.2593882,31.194168446594492,-34.407741349386924,26.885643306969826,3880.8798828125,39.14990234375,0
2022-12-16 16:30:00+00:00,3838.27001953125,255087000,1470369753.7803843,32.39426027178182,-37.32815197478794,26.46571256296295,3872.070068359375,33.800048828125,0
2022-12-16 17:30:00+00:00,3829.31005859375,219422000,1286547147.53118,33.576996343573285,-39.90558565095898,25.361014810292247,3878.06005859375,48.75,0
2022-12-16 18:30:00+00:00,3834.830078125,222273000,1248554173.4587479,34.67525126737964,-41.029834572521395,27.372334680700433,3812.02001953125,-22.81005859375,1
2022-12-16 19:30:00+00:00,3857.7900390625,296569000,1526780597.4014292,34.85010007000967,-39.61151607932925,35.194749226771606,3807.570068359375,-50.219970703125,0
2022-12-16 20:30:00+00:00,3851.02001953125,571022000,955758597.4014292,34.604152879449494,-38.58894313610881,34.03085098181252,3783.510009765625,-67.510009765625,0
2022-12-19 14:30:00+00:00,3852.330078125,0,955758597.4014292,34.821946350088176,-37.24351586387229,34.4823749064298,3771.139892578125,-81.190185546875,0
2022-12-19 15:30:00+00:00,3833.06005859375,265283495,787514657.6175576,35.173097953634034,-37.30218818169169,31.109438342978592,3788.18994140625,-44.8701171875,0
2022-12-19 16:30:00+00:00,3827.219970703125,209566766,766306846.6158457,35.68207058216151,-37.38893631733572,30.14699119558756,3818.830078125,-8.389892578125,1
2022-12-19 17:30:00+00:00,3827.47998046875,203650670,685277051.216877,36.15468802293702,-37.01007511675243,30.250453243194357,3822.9599609375,-4.52001953125,1
2022-12-19 18:30:00+00:00,3803.6201171875,213189000,472088051.216877,37.120087666266514,-38.19483022002214,26.38798319207818,3829.570068359375,25.949951171875,1
2022-12-19 19:30:00+00:00,3804.860107421875,262945000,430719863.50079864,38.097858737765456,-38.58887183243405,26.91028855328321,3824.909912109375,20.0498046875,1
2022-12-19 20:30:00+00:00,3817.820068359375,338217000,668292385.9682422,38.384764928593654,-37.42399163252912,32.315758354573404,3838.14990234375,20.329833984375,1
2022-12-20 14:30:00+00:00,3830.949951171875,0,668292385.9682422,37.855806496651226,-35.03745391100847,37.36941258011493,3836.679931640625,5.72998046875,1
2022-12-20 15:30:00+00:00,3807.97998046875,297002314,407637152.07119286,37.06600939534261,-34.60073451108019,32.76092532190867,3833.25,25.27001953125,1
2022-12-20 16:30:00+00:00,3823.77001953125,206230252,510799576.4180577,36.3326263726989,-32.60466081656523,38.38600804937518,3837.139892578125,13.369873046875,1
2022-12-20 17:30:00+00:00,3831.02001953125,186997200,656268387.8975542,35.402849550112066,-30.09087475030401,40.83350691859784,3844.449951171875,13.429931640625,1
2022-12-20 18:30:00+00:00,3830.1201171875,196866000,548653068.4221077,34.16687762295469,-27.850255372532047,40.61783085976969,3840.1298828125,10.009765625,1
2022-12-20 19:30:00+00:00,3826.969970703125,225781000,645218882.987913,33.470262567488824,-26.02869625909898,39.824855814299866,3838.760009765625,11.7900390625,1
2022-12-20 20:30:00+00:00,3821.97998046875,315460000,397213127.08723736,32.73400259960645,-24.702987385400775,38.5412770478374,3837.35009765625,15.3701171875,1
2022-12-21 14:30:00+00:00,3867.06005859375,0,397213127.08723736,30.83070419347386,-19.786679472840206,53.21253813821588,3835.5,-31.56005859375,0
2022-12-21 15:30:00+00:00,3880.639892578125,271450963,479222517.527065,29.951925416497982,-14.6260904545843,56.575437348456774,3823.389892578125,-57.25,0
2022-12-21 16:30:00+00:00,3872.639892578125,199516680,329813455.97590864,29.13591655216324,-11.054391474986915,54.10810909537987,3835.550048828125,-37.08984375,0
2022-12-21 17:30:00+00:00,3873.840087890625,177349738,189074676.29281387,28.37819403528098,-8.034333771171532,54.42920314488212,3829.3798828125,-44.460205078125,0
2022-12-21 18:30:00+00:00,3880.8798828125,194748000,167674737.6988484,27.93179911560727,-5.015053254230224,56.35803073175536,3822.0,-58.8798828125,0
2022-12-21 19:30:00+00:00,3872.070068359375,213056000,-45381262.3011516,27.403391463479142,-3.2951457029812445,53.31671434843068,3806.5400390625,-65.530029296875,0
2022-12-21 20:30:00+00:00,3878.06005859375,313992000,219331384.1436476,26.684896284807056,-1.4322542899667496,55.09123453641874,3793.7900390625,-84.27001953125,0
2022-12-22 14:30:00+00:00,3812.02001953125,0,219331384.1436476,26.433490137516817,-5.224553258660308,37.9593758605877,3808.580078125,-3.43994140625,1
2022-12-22 15:30:00+00:00,3807.570068359375,277037097,180379796.7242703,26.434814632485843,-8.491170455721203,37.121687848182276,3799.8798828125,-7.690185546875,1
2022-12-22 16:30:00+00:00,3783.510009765625,245183687,-39781233.900018185,27.071547038106903,-12.873041361686774,32.894835521311606,3786.7900390625,3.280029296875,1
2022-12-22 17:30:00+00:00,3771.139892578125,225598024,-203944158.51163507,28.010912508649227,-17.146219751840363,30.943970526454095,3783.14990234375,12.010009765625,1
2022-12-22 18:30:00+00:00,3788.18994140625,226285000,15381827.785288602,28.997590369008773,-18.93863516807187,36.53119730350689,3838.260009765625,50.070068359375,0
2022-12-22 19:30:00+00:00,3818.830078125,275302000,281475714.70677876,28.230908467452274,-17.682896907862414,45.1238641329992,3844.050048828125,25.219970703125,1
2022-12-22 20:30:00+00:00,3822.9599609375,337796000,602607370.6954612,27.328946654749426,-16.168092554758914,46.181487578341596,3853.330078125,30.3701171875,0
2022-12-23 14:30:00+00:00,3829.570068359375,0,602607370.6954612,26.015572733076194,-14.269726243833247,47.911868807636544,3851.22998046875,21.659912109375,1
2022-12-23 15:30:00+00:00,3824.909912109375,240413521,514393740.6380318,24.37350369081185,-12.991534604289882,46.77015934674754,3851.5,26.590087890625,1
